,Date_time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
20188,2010-10-15 00:28:00,0.45,0.116,242.57,2.0,0.0,0.0,1.0
20189,2010-10-15 00:29:00,0.482,0.19,241.19,2.2,0.0,0.0,0.0
20190,2010-10-15 00:30:00,0.524,0.224,240.04,2.4,0.0,2.0,1.0
20191,2010-10-15 00:31:00,0.552,0.288,239.99,2.6,0.0,1.0,1.0
20192,2010-10-15 00:32:00,0.554,0.288,239.9,2.6,0.0,1.0,0.0
20193,2010-10-15 00:33:00,0.556,0.294,240.98,2.6,0.0,2.0,1.0
20194,2010-10-15 00:34:00,0.556,0.298,241.58,2.6,0.0,1.0,1.0
20195,2010-10-15 00:35:00,0.554,0.3,241.84,2.6,0.0,1.0,0.0
20196,2010-10-15 00:36:00,0.558,0.296,241.48,2.6,0.0,2.0,1.0
20197,2010-10-15 00:37:00,0.522,0.252,241.43,2.4,0.0,1.0,0.0
20198,2010-10-15 00:38:00,0.438,0.132,242.02,2.0,0.0,2.0,1.0
20199,2010-10-15 00:39:00,0.388,0.062,242.31,1.6,0.0,1.0,1.0
20200,2010-10-15 00:40:00,0.386,0.062,242.24,1.6,0.0,1.0,0.0
20201,2010-10-15 00:41:00,0.386,0.06,242.08,1.6,0.0,2.0,1.0
20202,2010-10-15 00:42:00,0.386,0.06,242.01,1.6,0.0,1.0,1.0
20203,2010-10-15 00:43:00,0.386,0.06,241.83,1.6,0.0,2.0,0.0
20204,2010-10-15 00:44:00,0.384,0.06,241.7,1.6,0.0,1.0,1.0
20205,2010-10-15 00:45:00,0.382,0.06,241.58,1.6,0.0,1.0,1.0
20206,2010-10-15 00:46:00,0.38,0.06,241.53,1.6,0.0,2.0,0.0
20207,2010-10-15 00:47:00,0.38,0.058,241.28,1.6,0.0,1.0,1.0
20208,2010-10-15 00:48:00,0.378,0.06,241.53,1.6,0.0,1.0,1.0
20209,2010-10-15 00:49:00,0.378,0.06,241.64,1.6,0.0,2.0,0.0
20210,2010-10-15 00:50:00,0.376,0.062,241.96,1.6,0.0,1.0,1.0
20211,2010-10-15 00:51:00,0.374,0.06,241.39,1.6,0.0,1.0,1.0
20212,2010-10-15 00:52:00,0.372,0.056,240.63,1.6,0.0,1.0,0.0
20213,2010-10-15 00:53:00,0.372,0.058,240.72,1.6,0.0,2.0,1.0
20214,2010-10-15 00:54:00,0.37,0.058,240.92,1.6,0.0,1.0,0.0
20215,2010-10-15 00:55:00,0.438,0.126,240.52,2.0,0.0,1.0,1.0
20216,2010-10-15 00:56:00,0.476,0.186,240.15,2.2,0.0,1.0,1.0
20217,2010-10-15 00:57:00,0.472,0.19,240.62,2.2,0.0,1.0,0.0
20218,2010-10-15 00:58:00,0.472,0.194,241.51,2.2,0.0,2.0,1.0
20219,2010-10-15 00:59:00,0.472,0.196,242.03,2.2,0.0,1.0,1.0
20220,2010-10-15 01:00:00,0.468,0.196,241.99,2.0,0.0,1.0,0.0
20221,2010-10-15 01:01:00,0.468,0.198,242.33,2.0,0.0,1.0,1.0
20222,2010-10-15 01:02:00,0.468,0.198,242.49,2.0,0.0,1.0,1.0
20223,2010-10-15 01:03:00,0.466,0.2,242.77,2.0,0.0,2.0,0.0
20224,2010-10-15 01:04:00,0.466,0.198,242.59,2.0,0.0,1.0,1.0
20225,2010-10-15 01:05:00,0.464,0.198,242.3,2.0,0.0,1.0,1.0
20226,2010-10-15 01:06:00,0.508,0.236,242.06,2.4,0.0,1.0,0.0
20227,2010-10-15 01:07:00,0.542,0.298,241.67,2.6,0.0,1.0,1.0
20228,2010-10-15 01:08:00,0.488,0.22,241.54,2.2,0.0,2.0,1.0
20229,2010-10-15 01:09:00,0.444,0.162,241.4,2.0,0.0,1.0,0.0
20230,2010-10-15 01:10:00,0.442,0.162,241.57,2.0,0.0,1.0,1.0
20231,2010-10-15 01:11:00,0.434,0.16,241.22,2.0,0.0,1.0,1.0
20232,2010-10-15 01:12:00,0.432,0.164,241.88,2.0,0.0,1.0,0.0
20233,2010-10-15 01:13:00,0.426,0.16,241.36,1.8,0.0,1.0,1.0
20234,2010-10-15 01:14:00,0.384,0.126,241.64,1.6,0.0,2.0,0.0
20235,2010-10-15 01:15:00,0.338,0.058,241.67,1.4,0.0,1.0,1.0
20236,2010-10-15 01:16:00,0.338,0.056,241.45,1.4,0.0,1.0,1.0
20237,2010-10-15 01:17:00,0.336,0.052,240.16,1.4,0.0,1.0,0.0
20238,2010-10-15 01:18:00,0.334,0.05,239.52,1.4,0.0,1.0,1.0
20239,2010-10-15 01:19:00,0.336,0.054,240.29,1.4,0.0,1.0,1.0
20240,2010-10-15 01:20:00,0.336,0.056,240.79,1.4,0.0,1.0,0.0
20241,2010-10-15 01:21:00,0.338,0.056,241.04,1.4,0.0,2.0,1.0
20242,2010-10-15 01:22:00,0.338,0.056,241.21,1.4,0.0,1.0,1.0
20243,2010-10-15 01:23:00,0.34,0.058,242.13,1.4,0.0,1.0,0.0
20244,2010-10-15 01:24:00,0.34,0.06,242.6,1.4,0.0,1.0,1.0
20245,2010-10-15 01:25:00,0.34,0.058,242.33,1.4,0.0,1.0,1.0
20246,2010-10-15 01:26:00,0.34,0.058,242.15,1.4,0.0,1.0,0.0
20247,2010-10-15 01:27:00,0.446,0.176,242.6,2.0,0.0,2.0,1.0
20248,2010-10-15 01:28:00,0.446,0.192,241.91,2.0,0.0,1.0,0.0
20249,2010-10-15 01:29:00,0.442,0.192,241.9,2.0,0.0,1.0,1.0
20250,2010-10-15 01:30:00,0.44,0.192,241.83,2.0,0.0,1.0,1.0
20251,2010-10-15 01:31:00,0.438,0.192,241.88,2.0,0.0,1.0,0.0
20252,2010-10-15 01:32:00,0.436,0.192,241.93,2.0,0.0,1.0,1.0
20253,2010-10-15 01:33:00,0.436,0.192,241.76,2.0,0.0,2.0,1.0
20254,2010-10-15 01:34:00,0.434,0.19,241.59,2.0,0.0,1.0,0.0
20255,2010-10-15 01:35:00,0.434,0.194,242.05,2.0,0.0,1.0,1.0
20256,2010-10-15 01:36:00,0.434,0.196,242.58,2.0,0.0,1.0,1.0
20257,2010-10-15 01:37:00,0.434,0.194,242.4,2.0,0.0,1.0,0.0
20258,2010-10-15 01:38:00,0.432,0.192,242.1,2.0,0.0,1.0,1.0
20259,2010-10-15 01:39:00,0.432,0.19,241.6,2.0,0.0,2.0,1.0
20260,2010-10-15 01:40:00,0.348,0.072,242.54,1.4,0.0,1.0,0.0
20261,2010-10-15 01:41:00,0.34,0.062,243.12,1.4,0.0,1.0,1.0
20262,2010-10-15 01:42:00,0.342,0.062,243.22,1.4,0.0,1.0,1.0
20263,2010-10-15 01:43:00,0.428,0.158,243.09,2.0,0.0,1.0,0.0
20264,2010-10-15 01:44:00,0.416,0.164,242.7,1.8,0.0,1.0,1.0
20265,2010-10-15 01:45:00,0.416,0.162,242.11,1.8,0.0,1.0,1.0
20266,2010-10-15 01:46:00,0.414,0.162,241.99,1.8,0.0,2.0,0.0
20267,2010-10-15 01:47:00,0.412,0.162,242.03,1.8,0.0,1.0,1.0
20268,2010-10-15 01:48:00,0.412,0.162,242.05,1.8,0.0,1.0,1.0
20269,2010-10-15 01:49:00,0.41,0.162,241.92,1.8,0.0,1.0,0.0
20270,2010-10-15 01:50:00,0.4,0.15,241.71,1.8,0.0,1.0,1.0
20271,2010-10-15 01:51:00,0.34,0.06,242.46,1.4,0.0,1.0,0.0
20272,2010-10-15 01:52:00,0.34,0.062,243.38,1.4,0.0,1.0,1.0
20273,2010-10-15 01:53:00,0.342,0.064,243.74,1.4,0.0,2.0,1.0
20274,2010-10-15 01:54:00,0.342,0.066,243.94,1.4,0.0,1.0,0.0
20275,2010-10-15 01:55:00,0.342,0.064,243.71,1.4,0.0,1.0,1.0
20276,2010-10-15 01:56:00,0.342,0.064,243.56,1.4,0.0,1.0,1.0
20277,2010-10-15 01:57:00,0.342,0.064,243.74,1.4,0.0,1.0,0.0
20278,2010-10-15 01:58:00,0.444,0.178,243.32,2.0,0.0,1.0,1.0
20279,2010-10-15 01:59:00,0.968,0.464,243.36,4.4,0.0,2.0,9.0
20280,2010-10-15 02:00:00,0.976,0.366,242.83,4.2,0.0,0.0,10.0
20281,2010-10-15 02:01:00,1.0,0.348,241.93,4.4,0.0,0.0,11.0
20282,2010-10-15 02:02:00,1.018,0.344,241.57,4.4,0.0,0.0,12.0
20283,2010-10-15 02:03:00,1.028,0.346,241.92,4.4,0.0,0.0,11.0
20284,2010-10-15 02:04:00,1.028,0.344,241.7,4.4,0.0,0.0,12.0
20285,2010-10-15 02:05:00,1.03,0.348,242.19,4.4,0.0,0.0,12.0
20286,2010-10-15 02:06:00,1.028,0.344,241.93,4.4,0.0,0.0,11.0
20287,2010-10-15 02:07:00,1.03,0.35,242.49,4.4,0.0,0.0,12.0
20288,2010-10-15 02:08:00,1.03,0.354,242.76,4.4,0.0,0.0,12.0
20289,2010-10-15 02:09:00,1.032,0.354,242.89,4.4,0.0,0.0,12.0
20290,2010-10-15 02:10:00,0.726,0.212,243.0,3.4,0.0,0.0,8.0
20291,2010-10-15 02:11:00,0.268,0.062,241.79,1.2,0.0,0.0,0.0
20292,2010-10-15 02:12:00,0.266,0.064,240.72,1.2,0.0,0.0,1.0
20293,2010-10-15 02:13:00,0.266,0.064,240.76,1.2,0.0,0.0,0.0
20294,2010-10-15 02:14:00,0.266,0.062,240.83,1.2,0.0,0.0,1.0
20295,2010-10-15 02:15:00,0.264,0.064,240.42,1.2,0.0,0.0,1.0
20296,2010-10-15 02:16:00,0.264,0.064,240.68,1.2,0.0,0.0,0.0
20297,2010-10-15 02:17:00,0.27,0.06,242.9,1.2,0.0,0.0,1.0
20298,2010-10-15 02:18:00,0.272,0.058,243.93,1.2,0.0,0.0,1.0
20299,2010-10-15 02:19:00,0.336,0.0,243.9,1.6,0.0,0.0,0.0
20300,2010-10-15 02:20:00,0.348,0.048,244.05,1.4,0.0,0.0,1.0
20301,2010-10-15 02:21:00,0.35,0.046,243.98,1.4,0.0,0.0,1.0
20302,2010-10-15 02:22:00,0.348,0.046,243.49,1.4,0.0,0.0,0.0
20303,2010-10-15 02:23:00,0.348,0.0,243.15,1.4,0.0,0.0,1.0
20304,2010-10-15 02:24:00,0.346,0.046,243.42,1.4,0.0,0.0,1.0
20305,2010-10-15 02:25:00,0.342,0.0,242.48,1.4,0.0,0.0,0.0
20306,2010-10-15 02:26:00,0.342,0.0,242.37,1.4,0.0,0.0,1.0
20307,2010-10-15 02:27:00,0.276,0.052,243.01,1.2,0.0,0.0,1.0
20308,2010-10-15 02:28:00,0.27,0.06,243.44,1.2,0.0,0.0,0.0
20309,2010-10-15 02:29:00,0.346,0.0,243.28,1.6,0.0,0.0,1.0
20310,2010-10-15 02:30:00,0.38,0.076,243.16,1.6,0.0,0.0,1.0
20311,2010-10-15 02:31:00,0.378,0.078,243.87,1.6,0.0,0.0,0.0
20312,2010-10-15 02:32:00,0.374,0.076,243.19,1.6,0.0,0.0,1.0
20313,2010-10-15 02:33:00,0.37,0.07,241.56,1.6,0.0,0.0,1.0
20314,2010-10-15 02:34:00,0.368,0.07,241.48,1.6,0.0,0.0,0.0
20315,2010-10-15 02:35:00,0.366,0.07,241.93,1.6,0.0,0.0,1.0
20316,2010-10-15 02:36:00,0.366,0.072,242.27,1.6,0.0,0.0,0.0
20317,2010-10-15 02:37:00,0.366,0.074,242.7,1.6,0.0,0.0,1.0
20318,2010-10-15 02:38:00,0.364,0.07,241.69,1.6,0.0,0.0,1.0
20319,2010-10-15 02:39:00,0.364,0.07,241.55,1.6,0.0,0.0,0.0
20320,2010-10-15 02:40:00,0.362,0.07,241.58,1.6,0.0,0.0,1.0
20321,2010-10-15 02:41:00,0.362,0.068,241.2,1.6,0.0,0.0,1.0
20322,2010-10-15 02:42:00,0.28,0.046,241.28,1.2,0.0,0.0,0.0
20323,2010-10-15 02:43:00,0.264,0.064,240.66,1.2,0.0,0.0,1.0
20324,2010-10-15 02:44:00,0.266,0.064,240.92,1.2,0.0,0.0,1.0
20325,2010-10-15 02:45:00,0.268,0.062,241.92,1.2,0.0,0.0,0.0
20326,2010-10-15 02:46:00,0.27,0.06,242.91,1.2,0.0,0.0,1.0
20327,2010-10-15 02:47:00,0.27,0.06,243.24,1.2,0.0,0.0,1.0
20328,2010-10-15 02:48:00,0.272,0.06,243.51,1.2,0.0,0.0,0.0
20329,2010-10-15 02:49:00,0.278,0.06,243.09,1.2,0.0,0.0,1.0
20330,2010-10-15 02:50:00,0.276,0.06,243.01,1.2,0.0,0.0,1.0
20331,2010-10-15 02:51:00,0.276,0.06,242.62,1.2,0.0,0.0,0.0
20332,2010-10-15 02:52:00,0.276,0.06,242.79,1.2,0.0,0.0,1.0
20333,2010-10-15 02:53:00,0.276,0.062,242.35,1.2,0.0,0.0,1.0
20334,2010-10-15 02:54:00,0.278,0.062,241.89,1.2,0.0,0.0,0.0
20335,2010-10-15 02:55:00,0.334,0.0,241.95,1.6,0.0,0.0,1.0
20336,2010-10-15 02:56:00,0.358,0.048,242.09,1.4,0.0,0.0,0.0
20337,2010-10-15 02:57:00,0.362,0.064,242.46,1.4,0.0,0.0,1.0
20338,2010-10-15 02:58:00,0.36,0.064,242.5,1.4,0.0,0.0,1.0
20339,2010-10-15 02:59:00,0.36,0.066,243.01,1.4,0.0,0.0,0.0
20340,2010-10-15 03:00:00,0.434,0.142,242.62,2.0,0.0,0.0,1.0
20341,2010-10-15 03:01:00,0.48,0.202,242.66,2.2,0.0,0.0,1.0
20342,2010-10-15 03:02:00,0.5,0.204,242.89,2.2,0.0,0.0,0.0
20343,2010-10-15 03:03:00,0.382,0.086,242.62,1.6,0.0,0.0,1.0
20344,2010-10-15 03:04:00,0.37,0.072,242.32,1.6,0.0,0.0,1.0
20345,2010-10-15 03:05:00,0.37,0.07,241.76,1.6,0.0,0.0,0.0
20346,2010-10-15 03:06:00,0.368,0.07,241.57,1.6,0.0,0.0,1.0
20347,2010-10-15 03:07:00,0.368,0.072,242.14,1.6,0.0,0.0,1.0
20348,2010-10-15 03:08:00,0.366,0.072,242.29,1.6,0.0,0.0,0.0
20349,2010-10-15 03:09:00,0.368,0.072,242.41,1.6,0.0,0.0,1.0
20350,2010-10-15 03:10:00,0.366,0.072,242.12,1.6,0.0,0.0,1.0
20351,2010-10-15 03:11:00,0.364,0.072,242.01,1.6,0.0,0.0,0.0
20352,2010-10-15 03:12:00,0.37,0.066,242.5,1.6,0.0,0.0,1.0
20353,2010-10-15 03:13:00,0.286,0.062,242.91,1.2,0.0,0.0,1.0
20354,2010-10-15 03:14:00,0.286,0.064,241.89,1.2,0.0,0.0,0.0
20355,2010-10-15 03:15:00,0.278,0.062,242.39,1.2,0.0,0.0,1.0
20356,2010-10-15 03:16:00,0.276,0.062,242.45,1.2,0.0,0.0,1.0
20357,2010-10-15 03:17:00,0.276,0.062,242.35,1.2,0.0,0.0,0.0
20358,2010-10-15 03:18:00,0.278,0.06,243.08,1.2,0.0,0.0,1.0
20359,2010-10-15 03:19:00,0.276,0.06,242.94,1.2,0.0,0.0,0.0
20360,2010-10-15 03:20:00,0.278,0.06,242.9,1.2,0.0,0.0,1.0
20361,2010-10-15 03:21:00,0.276,0.06,242.51,1.2,0.0,0.0,1.0
20362,2010-10-15 03:22:00,0.276,0.06,242.46,1.2,0.0,0.0,0.0
20363,2010-10-15 03:23:00,0.276,0.06,242.5,1.2,0.0,0.0,1.0
20364,2010-10-15 03:24:00,0.276,0.06,242.57,1.2,0.0,0.0,1.0
20365,2010-10-15 03:25:00,0.276,0.06,242.72,1.2,0.0,0.0,0.0
20366,2010-10-15 03:26:00,0.276,0.062,242.46,1.2,0.0,0.0,1.0
20367,2010-10-15 03:27:00,0.276,0.062,242.37,1.2,0.0,0.0,1.0
20368,2010-10-15 03:28:00,0.278,0.062,242.23,1.2,0.0,0.0,0.0
20369,2010-10-15 03:29:00,0.276,0.062,242.18,1.2,0.0,0.0,1.0
20370,2010-10-15 03:30:00,0.274,0.062,242.03,1.2,0.0,0.0,1.0
20371,2010-10-15 03:31:00,0.382,0.0,241.68,1.8,0.0,0.0,0.0
20372,2010-10-15 03:32:00,0.46,0.172,241.71,2.0,0.0,0.0,1.0
20373,2010-10-15 03:33:00,0.454,0.17,241.22,2.0,0.0,0.0,1.0
20374,2010-10-15 03:34:00,0.452,0.172,241.23,2.0,0.0,0.0,0.0
20375,2010-10-15 03:35:00,0.452,0.174,241.69,2.0,0.0,0.0,1.0
20376,2010-10-15 03:36:00,0.448,0.174,241.81,2.0,0.0,0.0,1.0
20377,2010-10-15 03:37:00,0.444,0.17,241.09,2.0,0.0,0.0,0.0
20378,2010-10-15 03:38:00,0.442,0.17,240.89,2.0,0.0,0.0,1.0
20379,2010-10-15 03:39:00,0.394,0.114,242.17,1.6,0.0,0.0,0.0
20380,2010-10-15 03:40:00,0.364,0.074,242.61,1.6,0.0,0.0,1.0
20381,2010-10-15 03:41:00,0.364,0.072,242.34,1.6,0.0,0.0,1.0
20382,2010-10-15 03:42:00,0.362,0.072,242.3,1.6,0.0,0.0,0.0
20383,2010-10-15 03:43:00,0.35,0.056,241.85,1.4,0.0,0.0,1.0
20384,2010-10-15 03:44:00,0.268,0.062,242.07,1.2,0.0,0.0,1.0
20385,2010-10-15 03:45:00,0.268,0.062,242.2,1.2,0.0,0.0,0.0
20386,2010-10-15 03:46:00,0.268,0.062,242.34,1.2,0.0,0.0,1.0
20387,2010-10-15 03:47:00,0.268,0.062,242.12,1.2,0.0,0.0,1.0
20388,2010-10-15 03:48:00,0.266,0.064,241.15,1.2,0.0,0.0,0.0
20389,2010-10-15 03:49:00,0.264,0.064,241.01,1.2,0.0,0.0,1.0
20390,2010-10-15 03:50:00,0.266,0.064,241.27,1.2,0.0,0.0,1.0
20391,2010-10-15 03:51:00,0.266,0.064,241.62,1.2,0.0,0.0,0.0
20392,2010-10-15 03:52:00,0.266,0.064,241.38,1.2,0.0,0.0,1.0
20393,2010-10-15 03:53:00,0.266,0.064,241.42,1.2,0.0,0.0,1.0
20394,2010-10-15 03:54:00,0.266,0.062,241.56,1.2,0.0,0.0,0.0
20395,2010-10-15 03:55:00,0.266,0.064,241.52,1.2,0.0,0.0,1.0
20396,2010-10-15 03:56:00,0.266,0.064,241.32,1.2,0.0,0.0,1.0
20397,2010-10-15 03:57:00,0.266,0.062,241.84,1.2,0.0,0.0,0.0
20398,2010-10-15 03:58:00,0.266,0.064,241.36,1.2,0.0,0.0,1.0
20399,2010-10-15 03:59:00,0.264,0.064,240.66,1.2,0.0,0.0,0.0
20400,2010-10-15 04:00:00,0.264,0.066,239.81,1.2,0.0,0.0,1.0
20401,2010-10-15 04:01:00,0.264,0.064,240.7,1.2,0.0,0.0,1.0
20402,2010-10-15 04:02:00,0.346,0.0,241.22,1.6,0.0,0.0,0.0
20403,2010-10-15 04:03:00,0.376,0.068,241.37,1.6,0.0,0.0,1.0
20404,2010-10-15 04:04:00,0.372,0.07,241.95,1.6,0.0,0.0,1.0
20405,2010-10-15 04:05:00,0.372,0.072,242.61,1.6,0.0,0.0,0.0
20406,2010-10-15 04:06:00,0.372,0.074,243.0,1.6,0.0,0.0,1.0
20407,2010-10-15 04:07:00,0.368,0.074,242.73,1.6,0.0,0.0,1.0
20408,2010-10-15 04:08:00,0.436,0.144,242.81,2.0,0.0,0.0,0.0
20409,2010-10-15 04:09:00,0.444,0.178,242.48,2.0,0.0,0.0,1.0
20410,2010-10-15 04:10:00,0.442,0.176,242.01,2.0,0.0,0.0,1.0
20411,2010-10-15 04:11:00,0.44,0.176,242.11,2.0,0.0,0.0,0.0
20412,2010-10-15 04:12:00,0.44,0.176,242.44,2.0,0.0,0.0,1.0
20413,2010-10-15 04:13:00,0.438,0.176,242.08,2.0,0.0,0.0,1.0
20414,2010-10-15 04:14:00,0.408,0.136,241.92,1.8,0.0,0.0,0.0
20415,2010-10-15 04:15:00,0.34,0.0,241.74,1.4,0.0,0.0,1.0
20416,2010-10-15 04:16:00,0.27,0.056,241.53,1.2,0.0,0.0,0.0
20417,2010-10-15 04:17:00,0.266,0.062,241.52,1.2,0.0,0.0,1.0
20418,2010-10-15 04:18:00,0.266,0.064,241.42,1.2,0.0,0.0,1.0
20419,2010-10-15 04:19:00,0.268,0.06,242.32,1.2,0.0,0.0,0.0
20420,2010-10-15 04:20:00,0.268,0.062,242.03,1.2,0.0,0.0,1.0
20421,2010-10-15 04:21:00,0.266,0.062,241.73,1.2,0.0,0.0,1.0
20422,2010-10-15 04:22:00,0.268,0.062,241.88,1.2,0.0,0.0,0.0
20423,2010-10-15 04:23:00,0.268,0.062,242.36,1.2,0.0,0.0,1.0
20424,2010-10-15 04:24:00,0.268,0.062,242.08,1.2,0.0,0.0,1.0
20425,2010-10-15 04:25:00,0.268,0.062,242.27,1.2,0.0,0.0,0.0
20426,2010-10-15 04:26:00,0.266,0.064,241.36,1.2,0.0,0.0,1.0
20427,2010-10-15 04:27:00,0.266,0.062,241.36,1.2,0.0,0.0,1.0
20428,2010-10-15 04:28:00,0.266,0.064,241.08,1.2,0.0,0.0,0.0
20429,2010-10-15 04:29:00,0.266,0.062,241.27,1.2,0.0,0.0,1.0
20430,2010-10-15 04:30:00,0.266,0.062,241.2,1.2,0.0,0.0,1.0
20431,2010-10-15 04:31:00,0.264,0.064,241.11,1.2,0.0,0.0,0.0
20432,2010-10-15 04:32:00,0.264,0.062,241.3,1.2,0.0,0.0,1.0
20433,2010-10-15 04:33:00,0.376,0.056,241.16,1.6,0.0,0.0,0.0
20434,2010-10-15 04:34:00,0.374,0.07,241.69,1.6,0.0,0.0,1.0
20435,2010-10-15 04:35:00,0.37,0.07,241.75,1.6,0.0,0.0,1.0
20436,2010-10-15 04:36:00,0.37,0.07,241.69,1.6,0.0,0.0,0.0
20437,2010-10-15 04:37:00,0.368,0.07,241.77,1.6,0.0,0.0,1.0
20438,2010-10-15 04:38:00,0.368,0.074,242.66,1.6,0.0,0.0,1.0
20439,2010-10-15 04:39:00,0.368,0.074,242.76,1.6,0.0,0.0,0.0
20440,2010-10-15 04:40:00,0.366,0.074,242.76,1.6,0.0,0.0,1.0
20441,2010-10-15 04:41:00,0.368,0.074,242.65,1.6,0.0,0.0,1.0
20442,2010-10-15 04:42:00,0.366,0.076,243.07,1.6,0.0,0.0,0.0
20443,2010-10-15 04:43:00,0.364,0.074,242.57,1.6,0.0,0.0,1.0
20444,2010-10-15 04:44:00,0.362,0.07,241.86,1.6,0.0,0.0,1.0
20445,2010-10-15 04:45:00,0.366,0.05,242.19,1.6,0.0,0.0,0.0
20446,2010-10-15 04:46:00,0.346,0.0,242.11,1.4,0.0,0.0,1.0
20447,2010-10-15 04:47:00,0.346,0.0,242.27,1.4,0.0,0.0,1.0
20448,2010-10-15 04:48:00,0.346,0.0,242.53,1.4,0.0,0.0,0.0
20449,2010-10-15 04:49:00,0.342,0.0,241.91,1.4,0.0,0.0,1.0
20450,2010-10-15 04:50:00,0.34,0.0,241.34,1.4,0.0,0.0,1.0
20451,2010-10-15 04:51:00,0.34,0.0,241.36,1.4,0.0,0.0,0.0
20452,2010-10-15 04:52:00,0.336,0.0,240.41,1.4,0.0,0.0,1.0
20453,2010-10-15 04:53:00,0.264,0.064,239.85,1.2,0.0,0.0,0.0
20454,2010-10-15 04:54:00,0.262,0.066,239.75,1.2,0.0,0.0,1.0
20455,2010-10-15 04:55:00,0.262,0.066,239.79,1.2,0.0,0.0,1.0
20456,2010-10-15 04:56:00,0.264,0.066,240.23,1.2,0.0,0.0,0.0
20457,2010-10-15 04:57:00,0.35,0.0,240.15,1.6,0.0,0.0,1.0
20458,2010-10-15 04:58:00,0.348,0.056,240.63,1.4,0.0,1.0,1.0
20459,2010-10-15 04:59:00,0.346,0.056,240.89,1.4,0.0,1.0,0.0
20460,2010-10-15 05:00:00,0.346,0.056,240.81,1.4,0.0,2.0,1.0
20461,2010-10-15 05:01:00,0.348,0.056,241.13,1.4,0.0,1.0,1.0
20462,2010-10-15 05:02:00,0.348,0.058,241.2,1.4,0.0,1.0,0.0
20463,2010-10-15 05:03:00,0.35,0.058,241.37,1.4,0.0,2.0,1.0
20464,2010-10-15 05:04:00,0.456,0.172,240.33,2.0,0.0,1.0,1.0
20465,2010-10-15 05:05:00,0.454,0.184,239.89,2.0,0.0,2.0,0.0
20466,2010-10-15 05:06:00,0.452,0.186,240.17,2.0,0.0,1.0,1.0
20467,2010-10-15 05:07:00,0.45,0.188,240.52,2.0,0.0,1.0,0.0
20468,2010-10-15 05:08:00,0.45,0.19,240.92,2.0,0.0,2.0,1.0
20469,2010-10-15 05:09:00,0.448,0.19,240.92,2.0,0.0,1.0,1.0
20470,2010-10-15 05:10:00,0.446,0.188,240.76,2.0,0.0,1.0,0.0
20471,2010-10-15 05:11:00,0.444,0.188,240.5,2.0,0.0,2.0,1.0
20472,2010-10-15 05:12:00,0.446,0.19,241.07,2.0,0.0,1.0,1.0
20473,2010-10-15 05:13:00,0.444,0.19,240.88,2.0,0.0,2.0,0.0
20474,2010-10-15 05:14:00,0.442,0.19,241.12,2.0,0.0,1.0,1.0
